ServingCell_RSRP,ServingCell_RSRQ,ServingCell_PCI,Neighbor1_RSRP,Neighbor1_RSRQ,Neighbor1_PCI,Neighbor1_IS_MOD3,SINR
-67,-13,25,-72,-17,30,0,10.1
-66,-13,25,-74,-22,30,0,11.3
-66,-13,25,-76,-14,30,0,9
-67,-14,25,-73,-18,30,0,11.3
-67,-13,25,-73,-21,30,0,10.1
-68,-13,25,-73,-20,30,0,9
-68,-13,25,-74,-12,30,0,8.8
-68,-13,25,-72,-18,30,0,9.4
-67,-15,25,-71,-19,30,0,9.2
-67,-13,25,-72,-15,30,0,9.9
-67,-14,25,-74,-15,30,0,8
-68,-13,25,-73,-13,30,0,9.5
-68,-13,25,-73,-19,30,0,10.7
-68,-14,25,-75,-20,30,0,8.5
-68,-12,25,-76,-22,30,0,8.2
-68,-15,25,-75,-21,30,0,8.3
-68,-14,25,-71,-18,30,0,1.6
-67,-13,25,-72,-18,30,0,8.6
-67,-7,25,-72,-14,30,0,9.6
-67,-7,25,-73,-14,30,0,9.9
-67,-7,25,-74,-14,30,0,10.8
-67,-7,25,-73,-14,30,0,9.1
-67,-7,25,-73,-14,30,0,9.7
-67,-7,25,-74,-13,30,0,9.2
-66,-7,25,-73,-15,30,0,10.7
-67,-7,25,-73,-12,30,0,9.9
-67,-7,25,-74,-16,30,0,9.2
-67,-7,25,-73,-14,30,0,9.1
-67,-7,25,-73,-15,30,0,10.3
-67,-7,25,-75,-12,30,0,11.2
-67,-7,25,-73,-12,30,0,10.5
-67,-7,25,-72,-14,30,0,10.2
-67,-7,25,-73,-15,30,0,11.3
-67,-7,25,-74,-16,30,0,12
-67,-7,25,-74,-14,30,0,11.9
-66,-6,25,-74,-16,30,0,11.6
-66,-7,25,-74,-12,30,0,11
-67,-7,25,-73,-14,30,0,9.5
-67,-7,25,-73,-16,30,0,10.6
-66,-6,25,-74,-12,30,0,11.1
-66,-7,25,-74,-12,30,0,9.8
-66,-6,25,-74,-15,30,0,11.1
-66,-6,25,-73,-13,30,0,11.6
-66,-7,25,-75,-17,30,0,10.6
-67,-7,25,-73,-12,30,0,9.9
-66,-7,25,-74,-17,30,0,11.3
-66,-6,25,-75,-13,30,0,13
-65,-7,25,-73,-17,30,0,10.2
-66,-7,25,-74,-16,30,0,10.2
-67,-7,25,-74,-12,30,0,9.8
-66,-7,25,-75,-14,30,0,9.9
-66,-7,25,-74,-11,30,0,10.2
-66,-7,25,-74,-12,30,0,10.7
-66,-6,25,-74,-15,30,0,11.3
-66,-7,25,-73,-15,30,0,9.8
-66,-7,25,-72,-13,30,0,9.4
-66,-7,25,-74,-13,30,0,11.1
-67,-7,25,-73,-11,30,0,11.5
-67,-7,25,-74,-14,30,0,10.8
-67,-7,25,-74,-12,30,0,10.9
-66,-7,25,-72,-14,30,0,12.3
-66,-7,25,-73,-14,30,0,11.7
-67,-7,25,-75,-19,30,0,12.4
-67,-7,25,-74,-13,30,0,11.2
-67,-6,25,-73,-16,30,0,12.8
-65,-6,25,-70,-16,30,0,13.1
-67,-7,25,-76,-13,30,0,10.9
-68,-8,25,-75,-13,30,0,9.8
-67,-7,25,-76,-14,30,0,12.1
-69,-7,25,-73,-17,30,0,10
-69,-8,25,-77,-13,30,0,8.9
-66,-7,25,-74,-18,30,0,9
-66,-9,25,-72,-15,30,0,9.1
-67,-9,25,-67,-14,30,0,6.4
-66,-8,25,-68,-13,30,0,8
-64,-8,25,-67,-15,30,0,11.5
-64,-12,25,-68,-17,30,0,10.5
-66,-11,25,-65,-12,30,0,8.5
-68,-12,25,-67,-14,30,0,3.9
-69,-11,25,-68,-9,30,0,8.5
-69,-11,30,-70,-19,25,0,3.4
-67,-7,30,-70,-16,25,0,7.7
-67,-8,30,-72,-16,25,0,10.5
-65,-6,30,-69,-19,25,0,12.7
-63,-5,30,-67,-15,25,0,14
-67,-10,25,-71,-16,32,0,5.3
-69,-12,32,-67,-14,25,0,1.9
-63,-8,32,-70,-17,25,0,8.3
-62,-7,32,-70,-17,25,0,9.4
-61,-7,32,-70,-17,25,0,11.5
-62,-7,32,-70,-16,25,0,11.4
-62,-12,32,-67,-15,31,0,11.6
-60,-6,32,-69,-11,31,0,12.2
-67,-11,31,-74,-18,25,0,3.3
-66,-13,32,-68,-11,31,0,2.7
-66,-12,32,-65,-13,31,0,-0.1
-68,-14,31,-70,-12,32,0,6
-67,-7,31,-69,-11,32,0,9.3
-66,-9,31,-72,-13,32,0,7.5
-65,-9,31,-77,-20,25,0,9.2
-65,-9,31,-79,-22,25,0,9.6
-65,-13,31,-79,-28,25,0,10.9
-65,-13,31,-79,-27,25,0,10.8
-67,-14,32,-69,-15,31,0,6.7
-63,-7,32,-68,-12,31,0,7.5
-63,-9,32,-68,-14,31,0,6.8
-62,-11,32,-67,-14,31,0,0.5
-62,-9,32,-68,-15,31,0,6.8
-62,-8,32,-67,-14,31,0,10
-61,-10,32,-67,-15,31,0,6.7
-62,-12,32,-66,-17,31,0,1
-62,-13,32,-70,-16,31,0,2.3
-63,-9,32,-68,-15,31,0,3.8
-61,-10,32,-68,-16,31,0,2.4
-63,-10,32,-77,-15,31,0,1.6
-66,-14,31,-63,-11,32,0,6
-65,-15,31,-64,-12,32,0,4.1
-67,-10,31,-65,-10,32,0,6.5
-66,-9,31,-68,-10,32,0,7.4
-66,-11,31,-66,-12,32,0,8.5
-66,-11,31,-68,-11,32,0,8.8
-68,-12,31,-67,-11,32,0,6.1
-66,-11,31,-71,-12,32,0,10.7
-66,-12,31,-68,-13,32,0,9.2
-60,-7,31,-69,-16,32,0,12.7
-60,-7,31,-65,-13,32,0,10.6
-59,-7,31,-65,-16,32,0,13.9
-58,-7,31,-64,-15,32,0,13.1
-56,-6,31,-64,-15,32,0,14.4
-56,-6,31,-67,-15,32,0,16.1
-60,-7,31,-68,-15,32,0,14.2
-59,-6,31,-66,-14,32,0,16.6
-61,-7,31,-67,-13,32,0,13.6
-57,-12,31,-66,-20,32,0,17
-59,-6,31,-71,-21,32,0,15.8
-63,-6,31,-72,-14,32,0,14.6
-62,-7,31,-72,-19,32,0,8.5
-61,-7,31,-75,-17,32,0,9.2
-62,-6,31,-74,-18,32,0,15.2
-65,-7,31,-77,-20,32,0,14.1
-67,-8,31,-74,-19,32,0,6.1
-68,-12,31,-75,-21,32,0,10.4
-71,-9,31,-81,-23,32,0,9.6
-69,-8,31,-77,-22,25,0,12.5
-67,-9,31,-85,-24,143,0,10.3
-67,-9,31,-73,-16,25,0,10.7
-68,-6,31,-78,-16,25,0,10.8
-69,-6,31,-85,-22,158,0,9.4
-68,-6,31,-85,-21,25,0,13
-72,-6,31,-91,-24,32,0,10.8
-73,-7,31,-88,-24,143,0,10.1
-72,-6,31,-92,-25,143,0,13.3
-68,-6,31,-87,-25,143,0,14.6
-71,-6,31,-86,-23,143,0,13.9
-74,-7,31,-84,-20,158,0,9.3
-69,-6,31,-87,-24,143,0,15.3
-72,-6,31,-85,-19,32,0,12.9
-75,-7,31,-95,-25,143,0,10.6
-76,-7,31,-81,-16,123,0,10.1
-78,-7,31,-84,-15,123,0,10.5
-77,-7,31,-94,-24,32,0,8
-75,-7,31,-91,-21,143,0,9.5
-78,-7,31,-86,-16,123,0,10.8
-78,-8,31,-86,-15,123,0,7.9
-78,-8,31,-85,-21,123,0,12.6
-78,-7,31,-86,-17,123,0,13
-78,-7,31,-85,-16,123,0,13.6
-78,-7,31,-85,-16,123,0,13.9
-76,-8,31,-91,-22,123,0,11
-74,-7,31,-91,-24,143,0,9
-74,-8,31,-81,-13,123,0,7.5
-92,-24,123,-79,-11,31,0,-10
-73,-7,31,-85,-20,32,0,9.3
-73,-7,31,-86,-22,32,0,9.1
-71,-6,31,-82,-21,32,0,10
-72,-7,31,-86,-23,32,0,9.2
-72,-7,31,-90,-25,143,0,9.6
-71,-6,31,-83,-20,32,0,10.3
-72,-7,31,-82,-21,32,0,9.6
-72,-7,31,-86,-22,143,0,10.6
-71,-6,31,-84,-22,143,0,11.8
-71,-6,31,-90,-24,143,0,13.2
-72,-6,31,-91,-25,143,0,12.9
-72,-7,31,-83,-22,32,0,9.8
-72,-7,31,-84,-21,32,0,9.7
-72,-7,31,-86,-21,32,0,9
-76,-8,31,-85,-17,32,0,8.4
-73,-7,31,-84,-20,32,0,12.5
-75,-7,31,-85,-17,32,0,12.5
-75,-7,31,-84,-18,32,0,12.4
-76,-7,31,-86,-17,32,0,9.7
-75,-8,31,-89,-18,32,0,9.1
-73,-7,31,-87,-20,32,0,11.6
-74,-7,31,-87,-21,32,0,9.2
-73,-7,31,-86,-21,32,0,8.8
-74,-6,31,-88,-23,32,0,12
-74,-7,31,-88,-22,32,0,9.5
-74,-7,31,-90,-24,32,0,9
-73,-6,31,-83,-20,32,0,10.5
-74,-6,31,-89,-23,32,0,11.8
-73,-7,31,-88,-23,32,0,9.5
-74,-7,31,-85,-20,32,0,9
-73,-7,31,-92,-24,32,0,8.1
-76,-7,31,-91,-23,32,0,9.2
-77,-8,31,-86,-20,32,0,7.8
-76,-8,31,-87,-22,32,0,10.2
-74,-7,31,-86,-20,32,0,9.1
-72,-7,31,-83,-18,32,0,11.4
-74,-7,31,-89,-22,32,0,9.1
-75,-8,31,-87,-18,32,0,9.8
-75,-7,31,-85,-17,32,0,11.7
-74,-7,31,-85,-20,32,0,9
-74,-7,31,-83,-19,32,0,12.4
-73,-7,31,-88,-19,32,0,10.1
-73,-7,31,-87,-22,32,0,11.7
-73,-8,31,-85,-21,32,0,6
-70,-7,31,-80,-20,32,0,10.2
-70,-7,31,-81,-21,32,0,9
-70,-6,31,-83,-19,32,0,14.8
-70,-6,31,-78,-18,32,0,13.9
-70,-6,31,-85,-23,32,0,14.8
-70,-6,31,-84,-23,158,0,12.7
-72,-8,31,-86,-21,74,0,10
-70,-7,31,-90,-23,74,0,12.2
-72,-11,31,-81,-22,158,0,10.3
-73,-9,31,-81,-20,32,0,11.1
-71,-10,31,-84,-21,32,0,10.7
-72,-9,31,-84,-23,158,0,8.2
-71,-8,31,-76,-18,32,0,9.1
-68,-7,31,-78,-21,32,0,8.8
-71,-8,31,-77,-17,32,0,7.7
-70,-8,31,-79,-17,32,0,6.6
-69,-9,31,-73,-15,32,0,6.7
-67,-8,31,-71,-18,32,0,7.5
-66,-8,31,-75,-19,32,0,7.2
-64,-7,31,-73,-18,32,0,9.2
-63,-6,31,-73,-20,32,0,16.4
-63,-6,31,-73,-18,32,0,16.5
-63,-8,31,-69,-16,32,0,5.4
-62,-8,31,-69,-17,32,0,5.1
-65,-12,31,-68,-17,32,0,5.4
-63,-12,31,-71,-17,32,0,4.9
-61,-8,31,-67,-16,32,0,6.8
-66,-11,31,-70,-17,32,0,2.6
-64,-11,31,-70,-15,32,0,0.4
-65,-10,31,-71,-16,32,0,3.5
-68,-11,31,-72,-14,32,0,1.7
-68,-11,31,-71,-16,32,0,1.5
-66,-10,31,-71,-16,32,0,2.5
-65,-10,31,-70,-16,32,0,3.1
-63,-10,31,-68,-15,32,0,2.8
-62,-10,31,-66,-12,32,0,2.7
-64,-10,31,-67,-16,32,0,2.9
-64,-10,31,-66,-14,32,0,7.4
-63,-7,31,-68,-14,32,0,10
-64,-7,31,-68,-13,32,0,10.3
-64,-7,31,-69,-15,32,0,10.7
-64,-7,31,-68,-13,32,0,11
-65,-7,31,-68,-12,32,0,8.7
-65,-7,31,-69,-13,32,0,9.7
-67,-8,31,-70,-13,32,0,7.7
-66,-7,31,-72,-13,32,0,10.6
-66,-7,31,-71,-14,32,0,10.7
-66,-7,31,-73,-15,32,0,11
-66,-7,31,-71,-14,32,0,11.1
-66,-7,31,-71,-13,32,0,10.7
-65,-7,31,-70,-14,32,0,11.6
-65,-7,31,-71,-16,32,0,12.4
-65,-7,31,-72,-14,32,0,12.5
-66,-7,31,-70,-14,32,0,9.8
-66,-7,31,-70,-13,32,0,10.9
-68,-8,31,-72,-12,32,0,8.8
-67,-7,31,-71,-13,32,0,9.9
-66,-7,31,-72,-12,32,0,11.1
-65,-12,31,-72,-18,32,0,12.4
-64,-13,31,-73,-14,32,0,14.8
-64,-13,31,-72,-16,32,0,14.5
-64,-6,31,-71,-19,32,0,14.3
-65,-7,31,-72,-17,32,0,12.1
-62,-7,31,-68,-17,32,0,13.7
-61,-7,31,-72,-15,32,0,13.8
-62,-7,31,-70,-20,32,0,10.3
-61,-6,31,-70,-17,32,0,12.4
-62,-7,31,-75,-13,32,0,10.6
-60,-7,31,-68,-22,32,0,13.4
-60,-7,31,-66,-17,32,0,11
-60,-7,31,-69,-16,32,0,13.6
-60,-7,31,-65,-18,32,0,12.9
-59,-8,31,-65,-15,32,0,11.5
-58,-7,31,-63,-11,32,0,13.5
-61,-8,31,-67,-13,32,0,10.4
-61,-8,31,-66,-16,32,0,11.4
-62,-9,31,-63,-13,32,0,10.9
-64,-9,32,-70,-16,31,0,8.3
-64,-7,32,-69,-17,31,0,13.3
-64,-7,32,-68,-18,31,0,15.6
-62,-7,32,-67,-13,31,0,15.7
-61,-9,32,-63,-12,31,0,11.8
-61,-9,32,-63,-10,31,0,11.1
-63,-9,32,-72,-16,31,0,13.2
-61,-7,32,-67,-16,31,0,16.3
-64,-7,32,-69,-22,31,0,13.8
-63,-8,32,-69,-11,31,0,12.9
-62,-7,32,-70,-22,30,0,16.4
-67,-9,30,-73,-13,25,0,8.5
-64,-8,30,-71,-19,25,0,5.8
-60,-7,30,-72,-23,143,0,14.2
-72,-10,30,-75,-13,25,0,4.4
-92,-14,156,-88,-10,99,1,-3.7
-91,-14,156,-90,-10,99,1,-4
-88,-12,156,-86,-12,99,1,-1.9
-88,-13,156,-85,-12,99,1,-2.7
-88,-13,156,-88,-14,99,1,-2.6
-91,-15,156,-84,-9,99,1,-4.7
-93,-18,156,-83,-9,99,1,-7.1
-85,-9,99,-95,-16,156,0,3.6
-85,-9,99,-92,-11,156,0,3.1
-92,-18,99,-90,-12,156,1,-7.3
-94,-18,99,-84,-8,156,1,-6.5
-95,-24,99,-85,-13,156,1,-11.7
-98,-21,99,-85,-13,156,1,-9.9
-98,-21,99,-85,-13,156,1,-9.9
-79,-9,156,-91,-20,99,0,8.3
-81,-8,156,-93,-21,99,0,6.5
-81,-8,156,-93,-21,99,0,6.8
-76,-6,156,-89,-21,99,0,10.6
-79,-7,156,-88,-20,99,0,7.8
-74,-6,156,-91,-23,30,0,12.2
-76,-6,156,-89,-25,25,0,12.5
-74,-6,156,-89,-21,99,0,13.6
-77,-7,156,-91,-20,158,0,9.8
-74,-7,156,-87,-20,99,0,11.8
-72,-6,156,-84,-14,99,0,12.5
-79,-8,156,-84,-13,99,0,6.7
-82,-9,156,-86,-12,99,0,3.3
-79,-8,156,-84,-15,99,0,5.3
-79,-8,156,-83,-15,99,0,5.8
-73,-6,156,-79,-19,99,0,9.7
-66,-6,156,-81,-14,99,0,15.1
-72,-7,156,-81,-17,99,0,8.7
-79,-10,156,-82,-10,99,1,2.5
-73,-6,233,-79,-12,265,0,11.6
-68,-6,264,-77,-14,233,0,16
-67,-6,264,-81,-20,233,0,16.2
-66,-6,264,-75,-17,265,0,16.7
-67,-6,264,-76,-17,265,0,15.2
-66,-6,264,-76,-15,265,0,16.4
-64,-6,264,-72,-18,265,0,18
-64,-6,264,-75,-19,265,0,17.7
-63,-13,264,-70,-22,265,0,18.9
-64,-13,264,-73,-21,265,0,17.1
-64,-6,264,-75,-20,265,0,17.6
-64,-6,264,-77,-20,265,0,19
-63,-6,264,-76,-20,265,0,19.2
-60,-5,264,-73,-20,265,0,21.5
-60,-5,264,-70,-18,265,0,20.5
-61,-5,264,-73,-20,233,0,18.8
-61,-5,264,-74,-21,265,0,19.3
-60,-5,264,-73,-19,265,0,18.2
-61,-5,264,-72,-19,265,0,19.5
-61,-6,264,-73,-18,265,0,19.3
-61,-5,264,-73,-19,265,0,19
-61,-5,264,-71,-20,265,0,19.6
-61,-5,264,-75,-23,265,0,17.6
-61,-5,264,-75,-22,265,0,19.7
-60,-5,264,-72,-20,265,0,21.2
-60,-5,264,-76,-22,265,0,22.7
-60,-5,264,-74,-21,265,0,22.3
-60,-5,264,-72,-18,233,0,22.5
-60,-5,264,-75,-21,265,0,21.5
-60,-5,264,-76,-23,265,0,21.8
-60,-5,264,-78,-18,233,0,23.2
-60,-5,264,-81,-23,233,0,21.5
-60,-5,264,-79,-22,233,0,23.6
-59,-5,264,-78,-19,233,0,24.5
-59,-5,264,-78,-23,233,0,24.1
-60,-5,264,-70,-20,233,0,21
-59,-5,264,-78,-17,233,0,20.9
-59,-5,264,-77,-16,233,0,21.9
-59,-5,264,-77,-16,233,0,22.2
-59,-5,264,-80,-20,233,0,21.9
-59,-5,264,-79,-20,233,0,22.1
-59,-5,264,-79,-19,233,0,21.7
-60,-8,264,-78,-18,233,0,21.7
-60,-5,264,-79,-23,233,0,21
-60,-5,264,-81,-23,233,0,21.4
-60,-5,264,-80,-22,233,0,20.8
-59,-5,264,-80,-23,233,0,21.8
-59,-5,264,-70,-19,464,0,21.8
-59,-5,264,-83,-25,464,0,19.8
-59,-5,264,-75,-22,265,0,21.2
-59,-5,264,-73,-20,265,0,20.3
-60,-5,264,-70,-23,265,0,19.8
-59,-11,264,-69,-23,265,0,20.4
-60,-5,264,-79,-27,265,0,20.1
-60,-5,264,-74,-20,265,0,21.5
-59,-5,264,-76,-23,265,0,21.5
-58,-9,264,-70,-21,265,0,20.9
-60,-7,264,-70,-23,265,0,20
-61,-12,264,-72,-20,265,0,17.8
-66,-12,264,-72,-15,265,0,13.1
-66,-12,264,-72,-17,265,0,12.1
-74,-9,264,-81,-15,231,0,6.1
-73,-13,231,-85,-21,74,0,2.3
-78,-16,231,-77,-15,74,0,-3.5
-73,-13,74,-82,-23,264,0,8.2
-72,-12,74,-79,-23,264,0,16
-72,-12,74,-83,-21,73,0,15.5
-70,-11,74,-78,-21,73,0,16.1
-69,-11,74,-80,-21,73,0,15.4
-69,-12,74,-78,-20,73,0,15.7
-66,-12,74,-71,-19,73,0,16.7
-65,-12,74,-70,-17,73,0,15.6
-64,-12,74,-72,-19,73,0,14.6
-64,-12,74,-72,-15,73,0,14.2
-75,-9,252,-78,-16,73,0,3.6
-75,-11,252,-80,-17,73,0,4
-73,-8,252,-79,-12,73,0,5.2
-73,-10,72,-77,-12,252,0,3.9
-79,-14,252,-83,-13,72,0,0
-79,-13,252,-79,-12,72,1,1.5
-79,-15,252,-77,-11,72,1,-0.2
-77,-12,252,-80,-15,72,1,2.9
-77,-13,252,-79,-15,72,1,2
-76,-13,252,-79,-14,72,1,4.9
-77,-13,72,-81,-13,252,0,2.5
-76,-10,72,-77,-10,252,1,1.9
-72,-13,252,-78,-16,72,0,5.9
-66,-12,252,-77,-24,72,0,10.1
-68,-12,252,-72,-14,72,0,10.1
-67,-7,72,-70,-15,252,1,9.3
-72,-8,74,-78,-12,72,0,8.8
-77,-9,74,-84,-13,72,0,7.5
-77,-9,74,-90,-22,72,0,6.6
-82,-9,74,-86,-12,72,0,5.3
-77,-12,74,-90,-21,72,0,9.6
-75,-6,74,-87,-22,73,0,11.8
-73,-6,74,-83,-19,73,0,14.1
-76,-7,74,-94,-19,49,0,11.3
-77,-7,74,-89,-19,49,0,10.2
-76,-13,74,-91,-23,72,0,9.6
-76,-13,74,-86,-21,72,0,8.6
-77,-13,74,-88,-23,72,0,9.4
-76,-13,74,-89,-23,72,0,10.9
-78,-12,74,-85,-23,73,0,8
-77,-13,74,-83,-18,72,0,9
-78,-13,74,-86,-20,166,0,4.3
-82,-9,166,-85,-11,50,0,7.8
-81,-11,166,-85,-17,50,0,6.5
-79,-11,166,-89,-19,50,0,8.7
-75,-11,166,-84,-21,50,0,11.2
-74,-6,166,-83,-22,50,0,15.4
-74,-8,166,-83,-17,50,0,14
-76,-9,166,-86,-14,50,0,14
-75,-10,166,-88,-11,50,0,11.8
-79,-7,166,-89,-11,50,0,10.5
-66,-6,166,-85,-14,50,0,17.1
-66,-7,166,-80,-20,165,0,13.2
-67,-6,166,-79,-20,165,0,16.4
-63,-6,166,-76,-20,165,0,16.3
-67,-12,166,-73,-15,165,0,14.3
-68,-12,166,-75,-14,165,0,12.4
-65,-13,50,-75,-22,414,0,12.1
-64,-12,50,-73,-22,414,0,16.6
-63,-11,50,-73,-22,166,0,21.8
-64,-12,50,-78,-26,165,0,13.4
-65,-12,50,-78,-24,165,0,20.2
-66,-12,50,-73,-15,166,0,15.7
-65,-12,50,-79,-23,166,0,22.2
-66,-11,50,-82,-21,166,0,21.1
-64,-9,50,-77,-24,166,0,19.8
-62,-9,50,-83,-20,166,0,22.5
-63,-11,50,-76,-21,166,0,20.5
-63,-11,50,-75,-23,166,0,23.1
-62,-10,50,-83,-22,166,0,21
-63,-10,50,-76,-23,240,0,21
-63,-11,50,-79,-25,240,0,18.1
-60,-12,50,-71,-22,240,0,24.2
-61,-12,50,-72,-23,240,0,19.5
-62,-10,50,-71,-24,166,0,24.9
-59,-10,50,-68,-22,240,0,26.3
-60,-10,50,-77,-24,240,0,25.1
-60,-9,50,-77,-24,240,0,21
-60,-9,50,-79,-26,240,0,22.4
-57,-12,50,-70,-25,333,0,24.8
-57,-12,50,-68,-23,240,0,25.9
-60,-12,50,-72,-22,240,0,24.5
-60,-12,50,-74,-22,165,0,21.6
-59,-12,50,-72,-23,165,0,22.2
-66,-13,50,-74,-22,49,0,15.1
-67,-12,50,-80,-21,48,0,13.5
-69,-13,50,-74,-20,48,0,12.6
-68,-12,50,-77,-23,48,0,6.7
-65,-12,50,-79,-22,49,0,10.9
-65,-9,50,-79,-23,49,0,11.4
-72,-10,50,-79,-14,49,0,9.3
-74,-11,50,-82,-14,49,0,5.8
-76,-10,50,-86,-10,49,0,8.1
-78,-13,50,-81,-17,49,0,2.7
-79,-10,50,-74,-12,49,0,6.2
-81,-13,50,-77,-12,49,0,0.5
-81,-12,50,-77,-12,49,0,3
-78,-13,49,-82,-19,50,0,0.7
-78,-14,49,-80,-15,50,0,1.6
-78,-13,49,-84,-19,50,0,7.6
-80,-11,49,-83,-14,50,0,4.2
-81,-12,49,-89,-25,50,0,1.1
-79,-10,49,-89,-17,50,0,3.3
-77,-9,49,-82,-15,50,0,7.8
-76,-9,49,-80,-18,50,0,8.4
-76,-11,49,-80,-18,50,0,5.6
-75,-12,49,-79,-13,50,0,0.9
-78,-12,49,-82,-19,50,0,3
-76,-13,49,-82,-21,50,0,3.5
-71,-13,49,-83,-23,50,0,7.5
-71,-13,49,-75,-15,50,0,5.8
-75,-13,49,-78,-17,50,0,4.8
-73,-12,49,-81,-21,50,0,9.3
-74,-12,49,-82,-14,50,0,6
-73,-8,49,-78,-10,50,0,10.6
-74,-8,49,-79,-18,50,0,8.3
-75,-10,49,-80,-19,50,0,5.7
-74,-9,49,-84,-20,50,0,6.5
-74,-9,49,-87,-20,50,0,6.8
-75,-12,49,-81,-15,50,0,6.8
-76,-13,49,-81,-15,50,0,9.5
-78,-10,49,-89,-21,50,0,4.8
-75,-9,49,-83,-17,50,0,5
-76,-8,49,-83,-18,50,0,8.9
-77,-9,49,-84,-21,50,0,8
-76,-11,49,-86,-18,50,0,6.6
-76,-9,49,-81,-20,50,0,5.1
-77,-9,49,-90,-23,50,0,5.5
-76,-12,49,-79,-19,50,0,8
-74,-11,49,-88,-19,50,0,9.3
-74,-10,49,-89,-23,50,0,9.8
-73,-8,49,-79,-20,50,0,10.2
-75,-12,49,-80,-21,50,0,10.7
-72,-12,49,-81,-23,50,0,12.3
-72,-12,49,-82,-16,50,0,12.8
-74,-10,49,-82,-22,50,0,11
-75,-10,49,-82,-21,50,0,11
-75,-12,49,-86,-20,50,0,9.4
-74,-8,49,-86,-21,50,0,13.5
-74,-7,49,-90,-18,50,0,13.7
-74,-7,49,-80,-21,50,0,14.8
-73,-7,49,-88,-23,50,0,16.3
-75,-7,49,-88,-22,50,0,16.9
-74,-6,49,-88,-22,50,0,17.8
-74,-6,49,-84,-24,50,0,16.7
-73,-7,49,-87,-23,50,0,17.3
-72,-10,49,-91,-24,50,0,18.5
-70,-9,49,-78,-23,50,0,18.6
-70,-12,49,-84,-22,50,0,19.9
-70,-8,49,-82,-22,50,0,17
-69,-9,49,-76,-23,50,0,16.8
-71,-11,49,-85,-23,50,0,15.1
-72,-10,49,-86,-23,50,0,15.7
-71,-11,49,-83,-23,331,0,15.7
-69,-7,49,-78,-22,331,0,17.6
-72,-8,49,-82,-22,50,0,17.1
-73,-12,49,-80,-21,50,0,19.9
-73,-12,49,-78,-23,119,0,17.3
-72,-11,49,-91,-24,119,0,18.8
-71,-6,49,-100,-24,119,0,19.2
-70,-10,49,-93,-24,331,0,22.2
-72,-7,49,-85,-24,119,0,18.8
-72,-6,49,-87,-23,119,0,19
-76,-6,49,-87,-24,119,0,17.6
-77,-6,49,-90,-23,119,0,20
-77,-7,49,-92,-15,119,0,14.1
-78,-6,49,-90,-13,119,0,15.3
-77,-6,49,-85,-23,119,0,15
-76,-8,49,-87,-21,119,0,16
-76,-11,49,-92,-22,119,0,16.3
-76,-12,49,-88,-24,119,0,16.2
-79,-7,49,-96,-20,119,0,12.2
-77,-6,49,-94,-16,119,0,14.7
-79,-8,49,-93,-24,119,0,14.3
-76,-6,49,-84,-24,119,0,17.3
-76,-7,49,-84,-22,119,0,16.4
-76,-7,49,-93,-15,119,0,15.9
-78,-10,49,-89,-14,119,0,12.6
-79,-12,49,-97,-18,119,0,13
-77,-8,49,-86,-17,119,0,15.8
-78,-11,49,-95,-12,119,0,15.3
-78,-10,49,-87,-25,119,0,16.3
-78,-12,49,-89,-22,119,0,15.6
-81,-11,49,-85,-22,119,0,11.7
-80,-11,49,-87,-16,119,0,10.4
-79,-11,49,-89,-19,119,0,12.2
-80,-11,49,-95,-14,119,0,12.9
-84,-11,49,-90,-20,119,0,10.8
-82,-11,49,-86,-16,119,0,9.3
-81,-11,49,-92,-22,119,0,13.1
-81,-11,49,-90,-15,119,0,10.1
-86,-13,49,-95,-20,119,0,6.6
-83,-13,49,-89,-14,119,0,4.8
-86,-14,49,-89,-11,119,0,1.8
-88,-15,49,-88,-12,119,0,0.5
-75,-13,268,-86,-21,238,0,6.6
-74,-13,268,-85,-23,119,0,10.6
-71,-12,268,-81,-22,119,0,10.3
-73,-12,268,-84,-24,238,0,9
-69,-12,268,-81,-23,238,0,13.1
-66,-12,268,-75,-22,238,0,13.3
-64,-11,268,-75,-22,238,0,13.9
-66,-12,268,-76,-21,119,0,16.4
-67,-12,268,-80,-24,119,0,15.8
-69,-12,268,-80,-23,119,0,15.6
-72,-13,268,-84,-21,119,0,9.8
-77,-13,268,-87,-15,119,0,6.8
-78,-13,268,-92,-23,119,0,6.8
-83,-14,119,-82,-11,117,0,3.6
-82,-12,119,-80,-13,117,0,-0.8
-81,-11,119,-81,-12,117,0,3.3
-83,-10,119,-84,-10,248,1,4
-77,-9,119,-82,-20,117,0,9.6
-79,-9,119,-82,-14,248,1,7.2
-79,-11,119,-76,-12,248,1,3.8
-79,-13,119,-73,-15,248,1,2.5
-75,-14,248,-86,-24,119,0,3.6
-76,-13,248,-86,-16,119,0,4.2
-74,-9,248,-85,-25,119,0,7
-75,-11,248,-92,-22,119,0,8
-74,-9,248,-87,-21,119,0,9.2
-73,-6,248,-88,-21,119,0,12.5
-77,-8,248,-86,-16,119,0,8.9
-74,-7,248,-94,-23,77,0,11.8
-74,-11,248,-87,-22,247,0,13.7
-71,-12,248,-75,-21,246,0,15
-73,-11,248,-89,-24,301,0,13
-72,-8,248,-89,-25,247,0,11.1
-71,-7,248,-88,-23,77,0,13.8
-69,-11,248,-80,-22,247,0,14.5
-69,-9,248,-77,-22,247,0,13.9
-68,-11,248,-82,-23,247,0,14.4
-68,-12,248,-76,-22,247,0,16
