ServingCell_RSRP,ServingCell_RSRQ,ServingCell_PCI,Neighbor1_RSRP,Neighbor1_RSRQ,Neighbor1_PCI,Neighbor1_IS_MOD3,SINR
-78,-7,35,-82,-13,34,0,18.8
-77,-7,35,-82,-11,34,0,18.7
-87,-10,34,-91,-9,149,0,11.7
-80,-5,177,-90,-23,178,0,20
-82,-5,177,-97,-24,64,0,18.3
-78,-5,177,-97,-24,178,0,22.6
-80,-6,177,-103,-26,178,0,20.7
-76,-5,177,-96,-21,178,0,22.7
-76,-6,12,-89,-15,67,0,17.8
-74,-6,12,-78,-6,67,0,18.2
-76,-7,12,-72,-14,67,0,16.9
-72,-6,68,-91,-22,66,0,20
-71,-6,12,-82,-20,13,0,19.2
-68,-6,12,-88,-25,11,0,23.7
-75,-6,12,-88,-13,55,0,21.2
-63,-6,55,-85,-16,12,0,24
-57,-6,55,-86,-17,12,0,25.9
-56,-6,55,-79,-22,56,0,27.1
-60,-6,55,-69,-21,56,0,26.6
-55,-6,55,-72,-21,56,0,26.5
-60,-6,54,-77,-21,56,0,26.5
-57,-6,54,-79,-22,56,0,28.4
-62,-5,54,-82,-27,56,0,25.9
-62,-6,54,-86,-24,56,0,26.2
-65,-6,54,-80,-23,56,0,25.9
-71,-6,54,-96,-16,12,0,22.7
-75,-6,54,-88,-20,56,0,22.3
-81,-6,22,-91,-10,47,0,14.9
-85,-7,22,-89,-9,47,0,9.6
-87,-8,22,-88,-8,47,0,8.1
-66,-6,47,-91,-26,54,0,19.5
-70,-6,47,-89,-26,46,0,23
-74,-6,24,-91,-23,14,0,21.8
-71,-6,24,-89,-24,14,0,25.2
-72,-5,24,-89,-22,14,0,23.5
-75,-9,12,-75,-8,14,0,11.4
-70,-6,56,-85,-14,12,0,15.7
-69,-6,56,-92,-19,12,0,14.4
-67,-6,56,-89,-18,12,0,22.9
-64,-6,56,-86,-15,12,0,24.3
-63,-6,56,-86,-28,55,0,25.7
-63,-6,56,-77,-13,12,0,25.8
-64,-6,56,-82,-15,12,0,14.8
-64,-6,56,-81,-16,12,0,16.2
-64,-6,56,-82,-17,12,0,13.7
-65,-6,56,-82,-17,12,0,13.2
-81,-7,170,-82,-10,78,0,14.4
-81,-7,170,-81,-9,78,0,12.2
-81,-8,170,-81,-10,78,0,10.9
-81,-7,170,-81,-9,78,0,12.8
-81,-7,170,-81,-9,78,0,12.4
-85,-6,24,-88,-9,191,0,18.7
-82,-6,24,-102,-29,25,0,22.4
-82,-6,24,-90,-10,191,0,19.6
-73,-6,24,-84,-23,14,0,22.9
-72,-5,24,-87,-21,14,0,23
-70,-5,24,-91,-24,14,0,24.5
-69,-6,24,-94,-18,191,0,24.6
-68,-6,24,-92,-13,191,0,25.5
-68,-5,24,-89,-14,191,0,25.3
-66,-6,24,-90,-20,191,0,26
-65,-6,24,-92,-14,191,0,26
-65,-5,24,-85,-23,191,0,24.5
-65,-5,24,-88,-19,191,0,24.9
-66,-5,24,-87,-21,191,0,23.2
-70,-6,24,-96,-13,191,0,21.1
-72,-6,24,-83,-22,14,0,19.6
-68,-6,25,-81,-23,26,0,20.4
-66,-6,189,-78,-22,191,0,23.7
-64,-6,189,-73,-22,191,0,23.9
-63,-6,189,-73,-19,191,0,24.8
-70,-6,189,-78,-20,191,0,20.5
-72,-8,189,-74,-18,191,0,16.8
-72,-6,191,-80,-16,190,0,18.7
-72,-6,191,-85,-19,190,0,18.4
-72,-6,191,-83,-22,190,0,18.5
-69,-7,259,-81,-21,5,0,12.2
-71,-7,259,-75,-10,5,0,12.6
-79,-10,259,-75,-9,5,0,6.6
-82,-6,5,-80,-7,73,0,15.1
-80,-5,73,-91,-21,72,0,21.1
-82,-6,264,-96,-26,72,0,24.1
-79,-6,264,-92,-20,72,0,23.4
-78,-6,264,-91,-20,72,0,24.5
-78,-6,264,-95,-18,72,0,24.3
-80,-6,264,-96,-25,265,0,25.8
-77,-6,264,-95,-26,265,0,25.9
-79,-6,264,-98,-26,265,0,25.2
-79,-6,264,-97,-25,265,0,23.1
-81,-6,264,-99,-14,258,0,22.6
-81,-6,264,-97,-14,258,0,22.6
-83,-6,264,-87,-19,258,0,21.2
-82,-6,264,-90,-24,186,0,23
-82,-11,264,-93,-23,266,0,19.8
-82,-11,264,-89,-21,266,0,19.8
-79,-11,264,-91,-25,72,0,21.5
-80,-12,264,-91,-26,72,0,20.3
-78,-7,264,-92,-20,72,0,22.6
-77,-7,264,-89,-19,72,0,23.1
-77,-6,264,-86,-19,72,0,23.6
-75,-6,264,-88,-19,72,0,25.8
-74,-6,264,-87,-19,72,0,25.5
-75,-6,264,-87,-20,72,0,25.3
-75,-6,264,-102,-12,186,0,25.7
-74,-6,264,-90,-19,72,0,25.4
-74,-6,264,-85,-20,72,0,24.6
-73,-6,264,-86,-19,72,0,25.9
-84,-12,266,-80,-10,192,0,1.1
-84,-11,266,-83,-9,192,0,1.6
-91,-13,60,-89,-11,192,1,1.9
-92,-14,60,-90,-13,192,1,2.1
-89,-13,60,-90,-13,192,1,5.8
-90,-13,60,-94,-16,192,0,6.6
-89,-12,60,-96,-17,192,0,8.7
-89,-13,60,-93,-16,192,0,8.6
-86,-12,60,-92,-18,192,0,9.5
-86,-12,60,-96,-23,192,0,11.3
-82,-12,60,-89,-22,192,0,13.4
-87,-13,60,-94,-18,192,0,8.5
-89,-12,60,-93,-15,192,0,7.7
-90,-13,60,-92,-15,192,1,6.8
-91,-13,60,-98,-22,292,0,9.8
-82,-11,60,-87,-19,292,0,15.8
-85,-12,60,-85,-14,292,0,11.3
-85,-13,292,-86,-14,60,0,9
-75,-12,292,-75,-12,60,0,3.2
-82,-17,292,-78,-13,60,0,-5.6
-79,-12,60,-90,-21,292,0,16.9
-80,-12,60,-89,-21,292,0,16
-76,-12,60,-83,-22,292,0,17.6
-72,-12,60,-85,-24,292,0,19.7
-68,-12,60,-79,-21,292,0,15
-67,-12,60,-78,-23,292,0,18.5
-67,-12,60,-79,-23,292,0,19.4
-72,-12,60,-80,-23,56,0,17.2
-67,-12,60,-76,-23,292,0,19.5
-70,-12,60,-78,-22,292,0,18
-70,-12,60,-82,-21,292,0,16.8
-70,-12,60,-77,-20,292,0,17.9
-70,-12,60,-74,-16,292,0,21.2
-71,-12,60,-77,-16,292,0,19.7
-72,-12,60,-77,-14,292,0,15.6
-74,-12,60,-81,-12,292,0,11.9
-74,-12,60,-75,-14,292,0,10.7
-73,-13,60,-67,-12,292,0,11.3
-64,-8,292,-73,-18,60,0,6.2
-65,-7,292,-77,-16,60,0,7.2
-74,-8,292,-80,-16,60,0,6.1
-75,-10,292,-80,-16,60,0,3.6
-75,-14,292,-81,-14,60,0,1.9
-81,-14,292,-73,-12,60,0,-0.8
-74,-12,60,-82,-16,292,0,13.6
-75,-12,60,-79,-16,292,0,12.3
-74,-12,60,-74,-13,292,0,12.6
-74,-12,60,-80,-12,292,0,11.5
-78,-12,60,-79,-16,292,0,12.3
-80,-12,60,-82,-17,292,0,11.8
-78,-12,60,-82,-11,292,0,10.3
-75,-12,60,-80,-19,292,0,14.2
-74,-13,60,-70,-9,292,0,5.9
-70,-8,293,-78,-16,60,0,9.6
-70,-8,293,-79,-17,60,0,8.7
-67,-7,293,-82,-24,60,0,18.1
-75,-6,169,-79,-15,170,0,22.1
-80,-6,24,-91,-11,191,0,23
-79,-6,24,-95,-8,191,0,21.3
-73,-6,24,-98,-10,191,0,24.3
-74,-6,24,-90,-24,154,0,23.7
-77,-6,24,-95,-25,155,0,19.5
-75,-6,24,-88,-15,191,0,24.6
-74,-6,24,-94,-17,191,0,25.6
-75,-6,24,-93,-27,155,0,24.9
-70,-6,24,-104,-30,95,0,26.1
-73,-6,24,-100,-30,95,0,21.4
-75,-7,199,-80,-10,198,0,14.4
-72,-6,275,-80,-24,68,0,23.4
-66,-5,275,-85,-20,68,0,26.3
-73,-6,275,-85,-23,68,0,23.3
-80,-7,275,-85,-18,273,0,17.9
-81,-9,275,-85,-12,273,0,13
-76,-6,273,-89,-24,274,0,19.5
-72,-6,273,-86,-21,274,0,21.8
-67,-6,273,-89,-24,274,0,25.5
-66,-6,273,-81,-22,275,0,26.8
-67,-6,273,-83,-25,274,0,26.5
-64,-5,273,-81,-21,274,0,27.9
-64,-6,273,-80,-22,274,0,28.1
-66,-6,273,-84,-24,274,0,28
-64,-6,273,-80,-24,274,0,29.1
-63,-6,273,-78,-22,274,0,28.7
-63,-6,273,-78,-24,274,0,28.7
-62,-6,273,-81,-24,274,0,28.3
-64,-6,273,-79,-22,274,0,27.8
-65,-6,273,-86,-24,274,0,27.6
-67,-6,273,-84,-21,274,0,26.8
-68,-6,273,-79,-20,274,0,26.5
-65,-6,95,-83,-21,274,0,26.2
-64,-6,95,-81,-22,274,0,26.8
-62,-6,95,-78,-21,274,0,26.5
-64,-6,95,-81,-21,274,0,24.6
-68,-6,95,-82,-15,274,0,22.8
-67,-6,94,-83,-21,199,0,23.4
-64,-6,94,-76,-19,199,0,26.6
-63,-6,94,-78,-21,199,0,25.2
-63,-6,94,-85,-23,288,0,27.1
-61,-6,94,-79,-23,288,0,28
-63,-6,94,-78,-24,199,0,27.4
-85,-7,94,-97,-8,288,0,12.9
-76,-6,94,-95,-21,290,0,25.2
-86,-10,5,-86,-11,3,0,10.4
-85,-8,5,-94,-9,73,0,13.1
-83,-7,5,-94,-8,73,0,17.6
-71,-6,151,-91,-22,52,0,25
-72,-6,151,-91,-18,245,0,24.7
-74,-6,151,-91,-23,294,0,24.2
-72,-6,151,-91,-20,160,0,24.5
-72,-6,151,-96,-17,245,0,25.3
-88,-8,151,-91,-10,294,0,10.2
-82,-6,63,-106,-11,39,0,22.1
-81,-6,63,-92,-22,39,0,21.8
-80,-6,63,-87,-24,33,0,21.7
-77,-5,63,-95,-25,182,0,23
-76,-6,63,-97,-18,33,0,23.4
-78,-6,63,-98,-16,33,0,21.1
-69,-6,63,-88,-25,64,0,24.7
-73,-6,63,-97,-20,33,0,20.6
-72,-6,63,-100,-30,271,0,20.4
-70,-6,63,-96,-30,271,0,21.9
-72,-7,63,-90,-24,64,0,19.8
-68,-6,63,-87,-21,182,0,23.3
-69,-6,63,-86,-22,113,0,23.4
-80,-6,63,-93,-23,7,0,24.7
-77,-6,63,-87,-22,347,0,24.6
-77,-6,63,-86,-23,347,0,18.8
-77,-6,63,-86,-23,347,0,23.7
-79,-6,63,-106,-26,271,0,21.7
-79,-6,63,-101,-26,347,0,21.8
-76,-6,63,-84,-17,271,0,21.9
-76,-7,63,-102,-27,347,0,20.7
-75,-6,63,-84,-12,146,0,22.5
-83,-8,146,-88,-19,144,0,16.4
-69,-6,146,-81,-19,144,0,23.5
-70,-6,146,-86,-19,144,0,24.9
-78,-6,249,-89,-18,178,0,20.3
-72,-6,249,-87,-16,178,0,21.2
-70,-5,249,-84,-16,178,0,22.5
-73,-5,249,-76,-9,206,0,16.1
-68,-7,206,-70,-12,204,0,18.3
-64,-7,206,-68,-13,204,0,18.5
-67,-7,206,-68,-8,204,0,18.4
-74,-6,205,-83,-15,206,0,17.7
-75,-6,205,-84,-17,204,0,17.5
-73,-6,205,-87,-21,204,0,17.8
-75,-8,205,-91,-22,204,0,17.6
-73,-6,205,-87,-19,204,0,19.7
-73,-6,205,-95,-23,204,0,18.8
-72,-6,205,-81,-20,204,0,18.1
-73,-8,205,-88,-22,204,0,16.3
-72,-11,205,-91,-25,204,0,19.9
-76,-7,205,-91,-13,10,0,17.6
-76,-9,205,-95,-18,10,0,18.3
-77,-8,205,-92,-15,10,0,18.4
-75,-9,205,-81,-23,10,0,20.3
-76,-8,205,-95,-17,10,0,19.4
-76,-9,205,-94,-17,10,0,18
-77,-9,205,-91,-13,10,0,18.6
-76,-9,205,-95,-17,10,0,20
-76,-8,205,-91,-15,10,0,17.7
-74,-6,205,-91,-18,10,0,22.6
-74,-6,205,-94,-15,10,0,20.9
-79,-6,205,-83,-8,10,0,18.2
-83,-6,170,-90,-13,237,0,13
-84,-6,170,-90,-12,237,0,11
-81,-6,170,-91,-16,238,0,13.3
-81,-6,170,-91,-15,238,0,12.9
-81,-6,170,-91,-15,238,0,12.8
-81,-6,170,-90,-15,238,0,12.7
-81,-6,170,-92,-17,238,0,13
-81,-6,170,-91,-16,238,0,12.6
-81,-6,170,-91,-17,238,0,13.1
-81,-6,170,-90,-15,238,0,12.7
-81,-6,170,-92,-16,238,0,13.6
-81,-6,170,-92,-17,238,0,13.2
-81,-6,170,-92,-16,238,0,12.8
-81,-6,170,-91,-15,238,0,13.2
-81,-6,170,-91,-23,238,0,13.2
-81,-6,170,-90,-17,238,0,12
-81,-6,170,-91,-16,238,0,10.5
-81,-7,170,-91,-17,238,0,9.3
-81,-6,170,-92,-16,238,0,13
-81,-6,170,-91,-15,238,0,13
-81,-6,170,-89,-21,238,0,12.8
-81,-6,170,-91,-15,238,0,12
-83,-6,170,-86,-11,237,0,10.7
-83,-6,170,-87,-11,237,0,14
-84,-6,170,-87,-19,237,0,11.7
-82,-6,170,-89,-13,237,0,14.1
-83,-6,170,-89,-18,237,0,14.5
-82,-6,170,-89,-14,238,0,14.8
-82,-6,170,-90,-13,238,0,14.6
-82,-6,170,-97,-20,238,0,16.7
-82,-6,170,-97,-23,238,0,13.3
-82,-7,170,-94,-17,238,0,4.7
-82,-6,170,-93,-17,238,0,14.1
-82,-6,170,-92,-15,238,0,13.3
-82,-6,170,-92,-15,238,0,12.9
-84,-6,170,-92,-13,237,0,13.3
-81,-7,170,-88,-11,237,0,10.1
-83,-6,170,-91,-15,238,0,13.2
-79,-6,170,-89,-17,238,0,11.7
-84,-9,237,-84,-13,238,0,10.6
-88,-11,237,-89,-12,238,0,8.1
-83,-7,170,-88,-11,237,0,12.2
-82,-7,170,-86,-10,237,0,12.5
-82,-7,122,-90,-20,66,0,15.2
-83,-12,122,-92,-22,66,0,14.3
-83,-12,122,-92,-19,66,0,14.7
-83,-12,122,-86,-16,66,0,14.9
-81,-13,122,-86,-18,66,0,11.1
-80,-13,122,-82,-15,66,0,10.9
-79,-13,122,-83,-15,66,0,10.4
-80,-13,122,-89,-23,66,0,11.8
-78,-12,122,-88,-22,66,0,14.6
-78,-12,122,-86,-21,66,0,15.2
-77,-13,122,-87,-23,66,0,15.4
-78,-12,122,-88,-23,66,0,15
-76,-12,122,-86,-23,66,0,15
-76,-11,122,-82,-20,66,0,18.9
-78,-13,122,-91,-23,66,0,11.5
-79,-13,122,-89,-23,66,0,9.3
-76,-13,122,-86,-22,66,0,13.6
-76,-13,122,-86,-23,66,0,13.6
-75,-13,122,-80,-19,66,0,13.9
-74,-13,122,-82,-18,66,0,15.3
-75,-6,122,-83,-17,66,0,14.5
-72,-6,122,-89,-25,66,0,16.9
-68,-5,122,-84,-20,66,0,17.7
-70,-6,122,-86,-26,66,0,15.5
-67,-5,122,-82,-23,66,0,17.7
-67,-6,122,-81,-22,66,0,17.7
-69,-6,122,-83,-21,66,0,16.6
-68,-6,122,-82,-22,66,0,15.9
-67,-6,122,-85,-26,66,0,16.7
-67,-6,122,-84,-26,66,0,17.4
-67,-6,122,-74,-22,66,0,17.5
-67,-6,122,-85,-26,66,0,17.6
-67,-5,122,-83,-24,66,0,19
-67,-5,122,-82,-24,66,0,19.1
-66,-5,122,-81,-23,66,0,19.1
-66,-5,122,-82,-23,66,0,18.9
-66,-5,122,-85,-26,66,0,18.9
-67,-5,122,-82,-24,66,0,18.6
-66,-5,122,-85,-25,66,0,18.6
-68,-6,122,-84,-25,66,0,16.3
-68,-6,122,-83,-23,68,0,16.6
-68,-6,122,-84,-24,68,0,17
-68,-6,122,-82,-29,68,0,17.2
-68,-6,122,-82,-21,68,0,17.5
-68,-5,122,-82,-22,68,0,17.5
-68,-11,122,-76,-21,66,0,18.3
-67,-12,122,-82,-26,68,0,18
-67,-11,122,-82,-28,68,0,18.3
-67,-12,122,-82,-26,68,0,18
-67,-8,122,-82,-26,68,0,17.6
-67,-6,122,-82,-23,68,0,17.7
-67,-5,122,-82,-23,68,0,17.5
-67,-6,122,-82,-22,68,0,18.1
-67,-5,122,-82,-23,68,0,18.4
-67,-5,122,-82,-23,68,0,18.3
-67,-6,122,-81,-21,68,0,18.6
-67,-5,122,-82,-21,68,0,18.4
-67,-5,122,-82,-22,68,0,18.4
-67,-5,122,-82,-22,68,0,18.7
-67,-5,122,-82,-20,68,0,18.7
-67,-5,122,-82,-22,68,0,19.1
-67,-6,122,-81,-21,68,0,19.8
-67,-5,122,-82,-26,68,0,19.3
-67,-5,122,-84,-25,66,0,19.2
-67,-5,122,-81,-22,66,0,18.9
-67,-5,122,-78,-22,66,0,18.8
-67,-5,122,-87,-27,66,0,19
-68,-6,122,-81,-24,66,0,16.4
-68,-6,122,-86,-25,66,0,16
-67,-6,122,-84,-25,66,0,17.7
-66,-5,122,-84,-25,66,0,17.9
-66,-6,122,-74,-22,66,0,18.8
-66,-6,122,-81,-19,66,0,19.3
-67,-5,122,-77,-22,66,0,20
-67,-13,122,-79,-23,66,0,19.5
-67,-14,122,-75,-21,66,0,19.3
-65,-6,122,-71,-20,66,0,18.5
-64,-12,122,-74,-24,66,0,18.8
-64,-12,122,-73,-22,66,0,18.8
-64,-5,122,-82,-25,66,0,18.9
-64,-5,122,-73,-23,66,0,18.9
-64,-5,122,-73,-23,66,0,19.3
-64,-5,122,-76,-23,66,0,19
-65,-5,122,-81,-21,66,0,19
-65,-6,122,-73,-22,66,0,18.6
-65,-5,122,-81,-23,66,0,18.9
-65,-5,122,-73,-23,66,0,18.8
-65,-5,122,-72,-21,66,0,19.6
-65,-5,122,-74,-23,66,0,20.5
-64,-5,122,-80,-23,66,0,21.1
-64,-5,122,-83,-26,66,0,21.1
-65,-5,122,-74,-23,66,0,20.2
-65,-5,122,-74,-23,66,0,20.2
-65,-5,122,-83,-26,66,0,20.3
-64,-5,122,-83,-26,66,0,20.9
-65,-5,122,-74,-23,66,0,20.6
-65,-5,122,-74,-23,66,0,20.6
-65,-5,122,-83,-26,66,0,20.7
-65,-5,122,-73,-22,66,0,20.7
-65,-5,122,-83,-26,66,0,20.6
-65,-5,122,-73,-22,66,0,20.5
-65,-5,122,-83,-25,66,0,20.4
-64,-6,122,-80,-23,66,0,20.5
-65,-13,122,-76,-24,66,0,20.2
-64,-13,122,-74,-23,66,0,20
-66,-15,122,-75,-22,66,0,18.7
-67,-6,122,-82,-23,66,0,18.7
-67,-13,122,-78,-23,66,0,18.7
-68,-6,122,-84,-17,66,0,17.3
-67,-6,122,-83,-22,66,0,17.9
-67,-5,122,-82,-20,66,0,18.7
-67,-6,122,-83,-20,66,0,18.4
-67,-6,122,-83,-20,66,0,18.5
-67,-5,122,-82,-21,66,0,18.5
-67,-6,122,-86,-19,66,0,18.5
-67,-6,122,-82,-19,66,0,18.3
-67,-6,122,-83,-21,66,0,18.3
-67,-6,122,-84,-25,66,0,18.2
-67,-7,122,-85,-19,66,0,7.3
-67,-7,122,-81,-22,66,0,16.2
-66,-6,122,-79,-22,66,0,18.9
-66,-6,122,-82,-23,66,0,19
-66,-6,122,-81,-23,68,0,19.3
-66,-6,122,-80,-23,66,0,19.3
-66,-6,122,-83,-24,66,0,18
-67,-6,122,-83,-24,66,0,17.4
-67,-6,122,-81,-22,66,0,17.2
-67,-7,122,-86,-26,66,0,7.4
-67,-7,122,-83,-24,66,0,10.1
-66,-6,122,-84,-25,66,0,17.8
-66,-6,122,-82,-24,66,0,18.2
-67,-6,122,-83,-20,66,0,17.9
-67,-7,122,-86,-26,66,0,11.7
-67,-6,122,-84,-25,66,0,17.8
-67,-6,122,-85,-18,66,0,17.8
-67,-6,122,-83,-24,66,0,18.7
-67,-6,122,-83,-22,66,0,18.6
-67,-6,122,-81,-22,66,0,18.5
-67,-6,122,-83,-24,66,0,18.7
-67,-6,122,-82,-23,66,0,18.4
-67,-6,122,-82,-22,66,0,17.6
-67,-6,122,-84,-25,66,0,18.8
-67,-6,122,-83,-24,66,0,18.9
-67,-6,122,-87,-27,66,0,18.9
-67,-6,122,-84,-26,66,0,19
-66,-5,122,-86,-26,66,0,19.9
-67,-6,122,-86,-26,66,0,18.6
-66,-6,122,-82,-24,66,0,18.9
-66,-6,122,-84,-26,66,0,19.3
-66,-6,122,-80,-21,68,0,19.3
-66,-12,122,-76,-23,66,0,19.8
-67,-6,122,-81,-23,66,0,19.3
-66,-6,122,-84,-25,66,0,19.3
-67,-6,122,-82,-23,66,0,19.1
-67,-5,122,-81,-23,66,0,19
-67,-6,122,-84,-25,66,0,18.9
-67,-5,122,-84,-26,66,0,18.9
-67,-5,122,-83,-23,66,0,19
-67,-6,122,-84,-26,66,0,18.8
-67,-5,122,-85,-26,66,0,19
-67,-5,122,-81,-21,66,0,19
-67,-5,122,-84,-25,66,0,19
-66,-6,122,-81,-24,66,0,19.2
-66,-6,122,-83,-24,66,0,19.3
-66,-5,122,-83,-25,66,0,19.2
-66,-5,122,-82,-24,66,0,19.3
-66,-5,122,-84,-26,66,0,19.2
-66,-5,122,-82,-24,66,0,19.4
-66,-6,122,-82,-23,66,0,19.2
-66,-5,122,-84,-26,66,0,19.4
-67,-6,122,-81,-22,66,0,19.2
-67,-6,122,-84,-24,66,0,19.2
-67,-6,122,-85,-25,66,0,19
-67,-6,122,-83,-25,66,0,19.1
-67,-6,122,-83,-23,66,0,19
-66,-6,122,-83,-24,66,0,19
-67,-6,122,-81,-23,66,0,18.8
-67,-6,122,-81,-23,66,0,18.7
-67,-6,122,-83,-23,66,0,18.9
-67,-6,122,-84,-24,66,0,18.6
-66,-6,122,-84,-26,66,0,18.8
-67,-6,122,-84,-24,66,0,18.3
-68,-6,122,-85,-25,66,0,17.8
-67,-6,122,-85,-26,66,0,17.4
-66,-6,122,-82,-23,66,0,19
-66,-6,122,-86,-26,66,0,19
-66,-5,122,-81,-23,66,0,19.2
-66,-6,122,-80,-22,66,0,19.1
-66,-6,122,-82,-24,66,0,19.2
-66,-6,122,-83,-25,66,0,19.4
-66,-5,122,-83,-25,66,0,19.9
-65,-5,122,-80,-23,66,0,19.9
-65,-5,122,-82,-25,66,0,19.7
-65,-5,122,-74,-20,66,0,20.2
-64,-5,122,-80,-23,66,0,20.9
-64,-5,122,-83,-26,66,0,21
-64,-5,122,-82,-25,66,0,20.9
-64,-5,122,-82,-25,66,0,21
-64,-5,122,-79,-23,66,0,20.9
-65,-5,122,-81,-24,66,0,20.6
-65,-5,122,-83,-25,66,0,20.5
-65,-5,122,-78,-21,66,0,19.6
-65,-5,122,-81,-23,66,0,20.4
-64,-5,122,-82,-26,66,0,20.7
-64,-5,122,-84,-26,66,0,20.7
-64,-5,122,-81,-23,66,0,20.8
-65,-5,122,-80,-23,66,0,20.9
-65,-5,122,-80,-22,66,0,20.6
-65,-5,122,-84,-26,66,0,20.9
-65,-5,122,-81,-23,66,0,20.8
-65,-5,122,-79,-23,66,0,20.9
-65,-5,122,-78,-22,66,0,20.7
-65,-5,122,-80,-23,66,0,20.3
-64,-5,122,-83,-26,66,0,20.7
-64,-5,122,-83,-26,66,0,21
-65,-5,122,-82,-25,66,0,20.5
-65,-5,122,-82,-24,66,0,20.7
-65,-5,122,-83,-24,66,0,20.2
-66,-6,122,-79,-23,66,0,20
-65,-5,122,-83,-25,66,0,20
-65,-5,122,-80,-23,66,0,20.3
-64,-5,122,-81,-22,66,0,20.6
-68,-6,122,-85,-23,66,0,17.4
-65,-5,122,-80,-22,66,0,20.5
-65,-5,122,-82,-24,66,0,20.9
-66,-5,122,-84,-24,66,0,19.6
-68,-6,122,-82,-23,66,0,17.7
-68,-6,122,-87,-26,66,0,17.6
-68,-6,122,-83,-22,66,0,17
-68,-6,122,-83,-22,66,0,16.3
-68,-6,122,-82,-22,66,0,16.2
-69,-6,122,-83,-21,66,0,15.2
-71,-7,122,-85,-22,66,0,14
-72,-7,122,-86,-24,66,0,13.6
-72,-6,122,-84,-19,66,0,13.5
-72,-6,122,-84,-20,66,0,13.3
-72,-7,122,-86,-22,66,0,14
-70,-6,122,-85,-25,66,0,15.1
-69,-6,122,-85,-25,66,0,15.4
-70,-6,122,-83,-23,66,0,15.5
-68,-6,122,-84,-24,66,0,17.1
-68,-6,122,-83,-23,66,0,16.4
-71,-6,122,-81,-22,66,0,14.4
-70,-6,122,-84,-23,66,0,15
-68,-6,122,-84,-18,66,0,16.6
-68,-6,122,-84,-23,66,0,16.3
-65,-5,122,-81,-23,66,0,18.7
-64,-5,122,-75,-17,66,0,20.7
-69,-6,122,-84,-17,66,0,16.4
-72,-7,122,-78,-22,66,0,11.7
-71,-6,122,-81,-19,66,0,16.5
-74,-7,122,-83,-20,66,0,16.7
-74,-7,122,-85,-20,66,0,16.4
-75,-7,122,-84,-13,66,0,13.9
-68,-6,122,-84,-24,66,0,14.8
-71,-7,122,-85,-24,66,0,12.7
-71,-6,122,-80,-17,66,0,15
-70,-6,122,-77,-23,178,0,15.3
-71,-7,122,-89,-24,66,0,13.6
-76,-13,122,-81,-18,66,0,7.4
-77,-13,122,-82,-19,66,0,7
-75,-13,122,-79,-18,66,0,8.5
-72,-13,122,-73,-17,66,0,10.4
-72,-13,122,-77,-21,66,0,10.4
-74,-13,122,-78,-16,66,0,7.3
-75,-12,122,-80,-19,66,0,7.7
-75,-13,122,-80,-18,66,0,8.2
-75,-13,99,-77,-12,35,0,4.8
-75,-13,99,-80,-14,35,0,4.4
-76,-15,99,-81,-23,35,0,-2.8
-74,-15,99,-77,-17,35,0,-1.6
-74,-15,99,-77,-19,35,0,-3
-73,-9,99,-76,-14,35,0,4.6
-69,-8,99,-81,-17,35,0,6.6
-62,-6,99,-87,-27,190,0,12.3
-68,-9,99,-76,-12,35,0,5.4
-78,-14,99,-85,-16,35,0,1.5
-68,-8,204,-72,-14,206,0,10.4
-66,-7,204,-77,-13,206,0,11.9
-58,-7,204,-70,-17,206,0,18.3
-80,-12,204,-85,-21,34,0,4.2
-69,-7,25,-76,-20,30,0,9.5
-71,-8,25,-81,-22,204,0,9.5
-69,-9,25,-81,-22,204,0,9.4
-69,-7,25,-80,-17,30,0,10.5
-71,-7,25,-81,-11,204,0,9.4
-68,-6,25,-81,-19,30,0,11.2
-68,-9,25,-79,-23,30,0,10.9
-68,-7,25,-81,-23,30,0,10.4
-68,-8,25,-80,-19,30,0,7.6
-68,-7,25,-80,-19,30,0,8.2
-68,-7,25,-81,-20,30,0,7.8
-68,-7,25,-81,-19,30,0,9
-68,-7,25,-83,-21,30,0,11.4
-68,-6,25,-81,-20,30,0,11
-68,-6,25,-80,-19,30,0,11.5
-68,-6,25,-82,-20,30,0,12.1
-68,-6,25,-82,-20,30,0,10.8
-68,-9,25,-82,-23,30,0,10.5
-68,-7,25,-82,-21,30,0,10.7
-68,-7,25,-80,-18,30,0,10.2
-70,-7,25,-80,-15,30,0,9.8
-69,-7,25,-73,-12,30,0,8.6
-70,-9,25,-77,-16,30,0,6.9
-70,-7,25,-74,-12,30,0,11.3
-70,-7,25,-80,-15,30,0,12
-69,-7,25,-80,-19,30,0,10.2
-67,-8,25,-78,-19,30,0,14.3
-70,-7,25,-82,-20,30,0,10
-68,-7,25,-79,-17,30,0,10.6
-68,-6,25,-81,-20,30,0,11.8
-68,-6,25,-82,-20,30,0,11.7
-68,-6,25,-81,-19,30,0,12.1
-68,-6,25,-81,-20,30,0,11.9
-68,-7,25,-82,-23,30,0,13
-68,-7,25,-82,-20,30,0,14
-68,-6,25,-81,-19,30,0,12.4
-69,-6,25,-81,-17,30,0,11.6
-71,-7,25,-81,-19,30,0,10.8
-68,-6,25,-82,-20,30,0,12.1
-68,-7,25,-81,-17,30,0,10.6
-68,-7,25,-79,-18,30,0,10.8
-68,-6,25,-81,-19,30,0,11.4
-68,-7,25,-82,-18,30,0,10.7
